Date,Player,Club Name,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Note,Tag,Air Density,Temperature,Air Pressure,Relative Humidity
6/8/24 18:06:22,Herald,56,Sand Wedge,67.72000393224016,-2.04536247253418,5.245246887207031,5.1636643409729,-0.0815825462341308,72.17623413066576,1.065803749847452,31.158126831054688,4.897872924804688,4479.56884765625,2157.812744140625,4972.19189453125,Estimated,-25.72016143798828,18.76538557383856,83.20084781057085,-2.812020301818848,-4.081811739760639,89.73788039693136,-3.380724668502808,-5.291944261764797,"Your sand wedge shot is decent, but there are a few areas to improve. The club face is slightly open at impact, contributing to a rightward shot deviation. To boost your accuracy, focus on squaring the club face at impact. Also, your attack angle is a bit negative; aim for a more level swing to get better lift. Practicing these adjustments will help you control your shots more effectively.",face alignment drill,1.1954004,68.0,101.325,83
6/8/24 18:06:52,Jason,56,Sand Wedge,69.2525857209339,-1.5903308391571045,4.596847534179688,6.372054576873779,1.7752070426940918,75.2258586872922,1.0862534287229175,31.442556381225582,5.809340476989746,5152.232421875,1853.576416015625,5475.51318359375,Estimated,-19.786794662475582,21.164011994365183,90.09413573195344,-0.6898379325866699,-1.085053377927025,93.57978605573498,-0.9304113388061525,-1.519972501219442,"Your shot data shows that you have a decent club speed and launch angle, which are good signs. However, your attack angle is a bit too negative, meaning you're hitting down on the ball too much. This can increase backspin and potentially lead to inconsistent contact. Focus on maintaining a more level swing through impact. Additionally, your club face is open relative to your swing path, which is causing the ball to go slightly to the right. Try to align your club face more with your target at impact.",swing path drill,1.1954004,68.0,101.325,83
6/8/24 18:07:33,Lauren,56,Sand Wedge,65.96249033808226,-9.418721199035645,14.634096145629885,12.717862129211426,-1.916234016418457,67.64140430553516,1.025452555821465,30.886775970458984,12.277861595153809,5643.49365234375,1398.306884765625,5814.14501953125,Estimated,-13.91610336303711,16.74965875458713,74.96706763240854,8.964776039123535,11.681908257962618,80.44002332088075,8.61566162109375,12.050370290139996,"Your shot data shows a solid club speed and ball speed, but your attack angle is a bit steep (negative), indicating you might be hitting down too much on the ball. This can cause excessive backspin and make it challenging to get the ball in the air. Try working on your swing path and face alignment to achieve a more neutral strike. Aim for a launch angle closer to 30 degrees, which is good, but reducing backspin will help your ball carry farther and land softer. Overall, you're on the right track, but adjusting your angle of attack and swing path will lead to better results.",swing path drill,1.1954004,68.0,101.325,83
6/8/24 18:07:57,Jason,56,Sand Wedge,69.98749351061088,-6.907171726226807,5.774718284606934,7.114369869232178,1.339651584625244,77.33228772345865,1.1049443814091473,31.832740783691406,6.566478252410889,5059.67626953125,1842.47509765625,5384.7041015625,Estimated,-20.00903511047364,22.760546607453307,91.16659795495524,0.0484566427767276,0.0789556026686835,97.09075922699868,-0.3758651614189148,-0.6370264479148631,"Your shot with the sand wedge shows good distance and carry, but the club face angle is too open (7.11 degrees). This can cause the ball to veer off target. Work on aligning your club face better at impact to improve accuracy. Additionally, consider lowering your attack angle slightly to help with more consistent ball striking.",face alignment drill,1.1954004,68.0,101.325,83
6/8/24 18:08:33,Jason,56,Sand Wedge,67.45742776099496,-0.5408035516738892,1.9031943082809448,29.54135131835937,27.63815689086914,82.65151383409466,1.2252396300513133,5.808935165405273,24.50407791137696,2546.77978515625,-386.2774658203125,2575.9072265625,Estimated,8.624484062194824,1.648996607018205,53.5050699689532,25.73057556152344,23.228691799294893,97.71855725437854,26.19072723388672,43.12911456331949,"Your sand wedge shot shows some room for improvement. The face angle is much open which contributes to the ball flying off to the right. Focusing on aligning the club face more square to the target at impact and practicing a more neutral swing path can help. Additionally, consider increasing your launch angle for better carry distance while reducing the backspin for more control.",face alignment drill,1.1954004,68.0,101.325,83
6/8/24 18:09:07,Lauren,56,Sand Wedge,62.54811265546459,-7.245320796966553,9.47971248626709,5.22093391418457,-4.25877857208252,71.98555046349065,1.1508828549313797,31.905441284179688,5.474761962890625,4842.32958984375,2346.89111328125,5381.0830078125,Estimated,-25.85768699645996,19.33108004783412,82.01192551997246,-2.4492852687835693,-3.504851049570106,87.68962498253495,-2.9717040061950684,-4.546158765217626,"Your swing speed is good, but the club face is slightly open relative to your swing path, causing your ball to move right. Try to close the club face a bit more at impact. Also, the attack angle suggests you're digging too much into the ground. Focus on a smoother, shallower strike. Additionally, your backspin is quite high; try to create a cleaner contact for a better launch and distance. Overall, practice controlling your face alignment and shallow your swing.",face alignment drill,1.1954004,68.0,101.325,83
6/8/24 18:09:44,Herald,56,Sand Wedge,65.2934079224583,-7.977290153503418,15.23390293121338,11.994535446166992,-3.2393674850463867,66.65315757139706,1.0208252209863755,31.522157669067383,11.758756637573242,5125.06982421875,2037.673828125,5515.29296875,Estimated,-21.682249069213867,16.42247463252704,73.33582569977716,6.154821872711182,7.862744664676768,78.88769522399434,5.665726661682129,7.788177848219504,"Your shot shows a good club speed, but your attack angle is quite steep, which can lead to digging into the sand too much. Consider adjusting your swing to be a bit flatter. The way your face is angled relative to your path suggests you're aiming a bit to the right, causing the ball to slice. Try to align your clubface more toward your target. To improve your consistency, focus on reducing your backspin by hitting through the ball instead of down on it too much.",swing path drill,1.1954004,68.0,101.325,83
6/8/24 18:12:12,Herald,,Pitching Wedge,60.56212169673972,-6.4316935539245605,9.569703102111816,,31.429908752441406,62.45742570151742,1.031295204852107,18.45711708068848,34.87543869018555,3929.760498046875,-75.81949615478516,3930.491943359375,Estimated,1.1053086519241333,6.196764123975584,59.10131913921896,36.158790588378906,34.871258906933235,73.20796826491187,35.984275817871094,43.0143065299244,"Your shot shows some interesting numbers. Your club speed is decent, but the attack angle is quite negative, meaning you're hitting down on the ball. This can cause excessive backspin and might affect your distance. Additionally, your launch direction is off to the right. Try focusing on keeping the club path more neutral and getting a more positive angle of attack for better ball flight and distance.",swing path drill,1.1954004,68.0,101.325,83
6/8/24 18:12:59,Brian,,Pitching Wedge,64.24224138075215,-2.7033233642578125,5.575319766998291,-0.463544636964798,-6.038864612579346,87.66269016467959,1.3645646272694425,21.891796112060547,0.3168569505214691,5427.34765625,351.7821350097656,5438.736328125,Estimated,-3.708529472351074,19.49221595953054,110.57834191011898,-1.1028714179992676,-2.1287308083535947,118.99611531156825,-1.1953401565551758,-2.482408229526243,"Your shot shows good distance with a carry of around 110 yards. However, your club face is slightly closed at impact, which could cause the ball to veer left. Try to align your club face more squarely at address. Additionally, your attack angle is slightly negative, meaning the club is hitting down on the ball too much for a pitching wedge. Work on a more level strike, which will help with both distance and accuracy.",club face alignment drill,1.1954004,68.0,101.325,83
6/8/24 18:14:08,Herald,,Pitching Wedge,62.39352883855281,-7.256498336791992,13.327144622802734,5.171911716461182,-8.155233383178711,80.90290893717702,1.296655445575428,25.510990142822266,5.9159111976623535,3779.209716796875,258.3865051269531,3788.032470703125,Estimated,-3.911255121231079,18.78164934993561,102.65212377607077,5.095968246459961,9.118040871057133,112.88202851160533,4.942525863647461,9.725548288973869,"Your pitching wedge shot had good distance but the club path and face angle indicate a tendency to swing too far to the right, causing a draw spin. Try to improve your attack angle, which is steep, to help with better contact and launch. Work on your alignment to help keep the shot straighter.",swing path drill,1.1954004,68.0,101.325,83
6/8/24 18:15:00,Brian,,Pitching Wedge,62.966663560911,-1.7020286321640017,7.00015115737915,-1.9265958070755005,-8.92674732208252,87.4607682271353,1.389001152054529,19.54624366760254,-0.7066415548324585,7317.77392578125,117.86686706542967,7318.72314453125,Estimated,-0.9227793216705322,17.707745768811037,106.1914652114001,-1.1540271043777466,-2.138826572918134,113.15921148234791,-1.1696903705596924,-2.310187575088804,"Your pitching wedge swing shows a solid club speed and good ball speed, but your attack angle is slightly descending, which can lead to less optimal contact and control. Additionally, the club path is quite open compared to the face angle, resulting in some sidespin. Focus on adjusting your club path and keeping the face more aligned with your swing direction for better accuracy.",swing path drill,1.1954004,68.0,101.325,83
6/8/24 18:15:33,Brian,,Pitching Wedge,65.61511514497397,-4.079353332519531,9.589853286743164,3.1738874912261963,-6.415966033935547,90.4198466281905,1.3780338025531385,20.24140930175781,3.8070528507232666,7042.49462890625,768.3662719726562,7084.28662109375,Measured,-6.22658634185791,19.8511078743893,111.71374830491824,1.453065037727356,2.8329651416516697,118.35571009389332,1.2955821752548218,2.676130098666306,"Your club speed and ball speed are quite good for a pitching wedge. However, your attack angle is a bit steep, which makes it harder to get optimal lift and distance. Also, your club path suggests you might be swinging out to the right, leading to some right spin. Focus on a more neutral swing path and try to shallow out your angle of attack. This will help you achieve a better launch and spin, leading to more consistent distance and accuracy.",swing path drill,1.1954004,68.0,101.325,83
6/8/24 18:16:24,Jason,,Pitching Wedge,66.2326824214797,-2.81139612197876,6.586435794830322,5.382175445556641,-1.2042603492736816,93.12719459956406,1.4060610441071657,18.217647552490234,5.245182037353516,7149.06103515625,2069.312255859375,7442.521484375,Estimated,-16.14320945739746,18.621591849454035,114.07665782944514,-1.431491494178772,-2.850086223375996,121.24136328907936,-1.8400496244430544,-3.893062660439142,"Your shot data shows that you're delivering solid distance with your pitching wedge, but the club face is slightly closed at impact, which contributes to some sidespin. Try to align your club face more towards your target to improve accuracy. Additionally, your attack angle is a bit negative; working on hitting more down on the ball can help reduce excessive backspin and give you more control over your shots.",face alignment drill,1.1954004,68.0,101.325,83
6/8/24 18:17:16,Jason,,Pitching Wedge,66.53397814610389,-8.142952919006348,10.842388153076172,8.195802688598633,-2.646585464477539,84.74311210799715,1.273681725777877,24.184005737304688,8.088894844055176,4231.203125,-1603.2852783203125,4524.77685546875,Estimated,20.752674102783203,18.929963223454703,106.32761619170104,15.943133354187012,29.20642320058346,115.77729354214534,16.43592071533203,32.75833219407423,"You hit the ball with good speed, but your attack angle is quite steep, which can make it harder to control your shots. Your club path is moving too much to the right (10.8 degrees), leading to a push to the right. Focus on flattening your attack angle and aligning your club path more toward your target for better accuracy.",swing path drill,1.1954004,68.0,101.325,83
6/8/24 18:17:43,Lauren,,Pitching Wedge,65.7064036919819,-5.953885078430176,8.366297721862793,6.662141799926758,-1.7041559219360352,78.84871183186078,1.200015636245857,22.90345001220703,6.519284248352051,4427.36669921875,57.1221923828125,4427.7353515625,Estimated,-0.7391930818557739,15.613355422026984,96.27754956312856,6.709346294403076,11.248407808611203,105.89314788392858,6.6403889656066895,12.245235233449762,"Your shot shows good ball speed for your club speed, which is great! However, your attack angle is quite negative, suggesting you're hitting down too much on the ball. This could be affecting your launch and spin. Try to keep your weight more centered during your swing to improve your angle of attack and get the ball airborne more smoothly.",attack angle drill,1.1954004,68.0,101.325,83
6/8/24 18:18:14,Brian,,Pitching Wedge,67.72706945074106,-1.645324945449829,9.841075897216797,1.0542564392089844,-8.786819458007812,89.75158340311737,1.3251951417799803,21.375120162963867,2.097374439239502,7431.49267578125,2774.091552734375,7932.380859375,Measured,-20.470029830932617,20.107531950721523,107.84869748007986,-6.695154190063477,-12.573698013294576,113.419356807437,-7.095391750335693,-14.009733957676872,"Your club speed is solid, but the attack angle is slightly negative, which means you might be hitting down on the ball too much for a pitching wedge. This can cause some inconsistent strikes and higher spin rates. Also, your club path is quite positive, causing the ball to curve to the right (for right-handed golfers). Focus on getting the club path more neutral and increasing the attack angle to help with better contact and distance. Try to keep the face more square to your path.",swing path drill,1.1954004,68.0,101.325,83
6/8/24 18:19:15,Brian,,Pitching Wedge,69.72992208163714,-4.648838520050049,12.08080768585205,7.286649227142334,-4.794158458709717,91.11583433346824,1.3066963451757951,19.97365379333496,7.497054100036621,6489.30419921875,109.65475463867188,6490.23046875,Measured,-0.9680787324905396,19.727117701404723,114.17271777773568,7.761418342590332,15.418845082018038,121.45692872154996,7.684237003326416,16.240431727394594,"Your shot shows a good club speed and ball speed, but the attack angle is a bit steep. This can cause the ball to go higher but not as far as it could with a slightly shallower angle. You also have a noticeable curve to the right, which might indicate that you need to work on your club path and face alignment. Focus on keeping the club path more neutral and aligned with your target to achieve straighter shots.",swing path drill,1.1954004,68.0,101.325,83
